star_ID_pair,culture,ras,decs
"82545, 82729",mulapin,"16.872263, 16.909731","-38.017536, -42.361313"
"82396, 82545",mulapin,"16.83608, 16.872263","-34.293232, -38.017536"
"81266, 82396",mulapin,"16.598043, 16.83608","-28.216016, -34.293232"
"80763, 81266",mulapin,"16.490128, 16.598043","-26.432002, -28.216016"
"80112, 80763",mulapin,"16.353143, 16.490128","-25.592796, -26.432002"
"78820, 80112",mulapin,"16.09062, 16.353143","-19.805453, -25.592796"
"76333, 78820",mulapin,"15.592104999999998, 16.09062","-14.789537, -19.805453"
"76219, 76333",mulapin,"15.569638, 15.592104999999998","-10.064529, -14.789537"
"76219, 78727",mulapin,"15.569638, ","-10.064529, "
"78727, 79374",mulapin,", 16.199926",", -19.460708"
"79374, 80112",mulapin,"16.199926, 16.353143","-19.460708, -25.592796"
"76600, 80112",mulapin,"15.64427, 16.353143","-29.777754, -25.592796"
"73714, 76600",mulapin,"15.067839, 15.64427","-25.281965, -29.777754"
"73714, 78265",mulapin,"15.067839, 15.980865","-25.281965, -26.114105"
"78265, 80112",mulapin,"15.980865, 16.353143","-26.114105, -25.592796"
"78401, 80112",mulapin,"16.005557, 16.353143","-22.62171, -25.592796"
"64962, 68895",mulapin,"13.315359, 14.106193","-23.171512, -26.682361"
"64166, 64962",mulapin,"13.150909, 13.315359","-23.11807, -23.171512"
"57936, 64166",mulapin,"11.881813, 13.150909","-33.908124, -23.11807"
"56343, 57936",mulapin,"11.550038, 11.881813","-31.857625, -33.908124"
"54682, 56343",mulapin,"11.194302, 11.550038","-22.825847, -31.857625"
"53740, 54682",mulapin,"10.996244, 11.194302","-18.298783, -22.825847"
"52943, 53740",mulapin,"10.827079, 10.996244","-16.193648, -18.298783"
"51069, 52943",mulapin,"10.434842, 10.827079","-16.836289999999998, -16.193648"
"49841, 51069",mulapin,"10.176467, 10.434842","-12.354083, -16.836289999999998"
"48356, 49841",mulapin,"9.85797, 10.176467","-14.846603, -12.354083"
"46390, 48356",mulapin,"9.45979, 9.85797","-8.658603, -14.846603"
"46390, 46776",mulapin,"9.45979, 9.533036","-8.658603, -1.184664"
"45336, 46776",mulapin,"9.239405, 9.533036","2.31428, -1.184664"
"43813, 45336",mulapin,"8.92323, 9.239405","5.945563, 2.31428"
"43109, 43813",mulapin,"8.779587, 8.92323","6.418809, 5.945563"
"42313, 43109",mulapin,"8.627602, 8.779587","5.703782, 6.418809"
"42313, 42402",mulapin,"8.627602, 8.645955","5.703782, 3.341435"
"42402, 42799",mulapin,"8.645955, 8.720410000000001","3.341435, 3.3986620000000003"
"42799, 43109",mulapin,"8.720410000000001, 8.779587","3.3986620000000003, 6.418809"
"47908, 48455",mulapin,"9.764188, 9.879398","23.774255, 26.006951"
"48455, 50335",mulapin,"9.879398, 10.278171","26.006951, 23.417311"
"50335, 50583",mulapin,"10.278171, 10.332873","23.417311, 19.841489000000006"
"49583, 50583",mulapin,"10.122209, 10.332873","16.762664, 19.841489000000006"
"49583, 49669",mulapin,"10.122209, 10.139532","16.762664, 11.967207"
"49669, 54879",mulapin,"10.139532, 11.237335","11.967207, 15.429570000000002"
"54872, 54879",mulapin,"11.235138, 11.237335","20.523717, 15.429570000000002"
"50583, 54872",mulapin,"10.332873, 11.235138","19.841489000000006, 20.523717"
"54872, 57632",mulapin,"11.235138, 11.817663","20.523717, 14.57206"
"54879, 55642",mulapin,"11.237335, 11.398736","15.429570000000002, 10.529509"
"49637, 49669",mulapin,"10.131742, 10.139532","9.997508, 11.967207"
"49029, 49637",mulapin,"10.003557, 10.131742","8.044222999999999, 9.997508"
"50583, 53417",mulapin,"10.332873, 10.92689","19.841489000000006, 24.749718"
"53417, 55203",mulapin,"10.92689, 11.303118","24.749718, 31.528783"
"55203, 55219",mulapin,"11.303118, 11.307983","31.528783, 33.094306"
"46146, 48455",mulapin,"9.410906, 9.879398","26.182324, 26.006951"
"46750, 47908",mulapin,"9.528675, 9.764188","22.967971, 23.774255"
"54182, 54879",mulapin,"11.083619, 11.237335","7.336007, 15.429570000000002"
"49669, 51624",mulapin,"10.139532, 10.546853","11.967207, 9.306586"
"28103, 28910",mulapin,"5.940082, 6.10259","-14.1677, -14.935254"
"27288, 28103",mulapin,"5.782595, 5.940082","-14.82195, -14.1677"
"25985, 27288",mulapin,"5.545504, 5.782595","-17.822289, -14.82195"
"25606, 25985",mulapin,"5.470756, 5.545504","-20.759441, -17.822289"
"23685, 25606",mulapin,"5.091018, 5.470756","-22.371032, -20.759441"
"23685, 24305",mulapin,"5.091018, 5.215528","-22.371032, -16.205468"
"24305, 25985",mulapin,"5.215528, 5.545504","-16.205468, -17.822289"
"24305, 24327",mulapin,"5.215528, 5.220522","-16.205468, -12.941291"
"24244, 24327",mulapin,"5.204973000000002, 5.220522","-11.869219, -12.941291"
"24327, 24845",mulapin,"5.220522, 5.326257","-12.941291, -13.176788"
"24845, 25202",mulapin,"5.326257, 5.39171","-13.176788, -13.927352"
"24845, 24873",mulapin,"5.326257, 5.333062","-13.176788, -12.315585"
"23430, 23685",mulapin,"5.03606, 5.091018","-26.275029, -22.371032"
"23685, 25045",mulapin,"5.091018, 5.362849","-22.371032, -24.772981"
"24305, 24845",mulapin,"5.215528, 5.326257","-16.205468, -13.176788"
"25985, 28816",mulapin,"5.545504, 6.0830910000000005","-17.822289, -16.484435"
"25606, 27654",mulapin,"5.470756, 5.855357","-20.759441, -20.879089"
"25606, 27072",mulapin,"5.470756, 5.741057","-20.759441, -22.448382"
"62896, 65109",mulapin,"12.890607, 13.343296","-40.178872, -36.71229500000001"
"68933, 71352",mulapin,"14.111395000000002, 14.591786","-36.369954, -42.157824"
"68702, 71683",mulapin,"14.063729, 14.660765","-60.373039, -60.833976"
"66657, 68702",mulapin,"13.664796, 14.063729","-53.466394, -60.373039"
"66657, 68002",mulapin,"13.664796, 13.925667","-53.466394, -47.288375"
"68002, 68933",mulapin,"13.925667, 14.111395000000002","-47.288375, -36.369954"
"67244, 68933",mulapin,"13.78232, 14.111395000000002","-36.251933, -36.369954"
"65109, 67244",mulapin,"13.343296, 13.78232","-36.71229500000001, -36.251933"
"65109, 65373",mulapin,"13.343296, 13.397969","-36.71229500000001, -47.890541"
"61932, 65373",mulapin,"12.691971, 13.397969","-48.959888, -47.890541"
"61084, 61932",mulapin,"12.519429, 12.691971","-57.113212, -48.959888"
"60718, 61084",mulapin,"12.443311, 12.519429","-63.09909200000001, -57.113212"
"65373, 68002",mulapin,"13.397969, 13.925667","-47.890541, -47.288375"
"67244, 67457",mulapin,"13.78232, 13.824091","-36.251933, -34.450776"
"67457, 67669",mulapin,"13.824091, 13.863779","-34.450776, -32.994089"
"67153, 67669",mulapin,"13.761470999999998, 13.863779","-33.043721000000005, -32.994089"
"67153, 67457",mulapin,"13.761470999999998, 13.824091","-33.043721000000005, -34.450776"
"17448, 18246",mulapin,"3.738648, 3.9022","32.288248, 31.883635"
"18246, 18614",mulapin,"3.9022, 3.98275","31.883635, 35.791033"
"18532, 18614",mulapin,"3.96423, 3.98275","40.010215, 35.791033"
"17358, 18532",mulapin,"3.715416, 3.96423","47.787551, 40.010215"
